result_id,search_id,airline,loyalty_program,cabin,miles_required,taxes_inr,cash_ticket_price_inr,availability
R0001644,S001421,Lufthansa,Miles & More,Economy,61837,6456,174383,Available
R0001645,S001422,Qatar Airways,Privilege Club,Economy,51697,10741,129120,Available
R0001646,S001424,Etihad Airways,Etihad Guest,Business,130672,6277,346927,Available
R0001647,S001424,Singapore Airlines,KrisFlyer,Business,86824,11085,240462,Available
R0001648,S001424,Lufthansa,Miles & More,Business,131157,11307,271040,Available
R0001649,S001425,Singapore Airlines,KrisFlyer,Business,73947,12201,172162,Available
R0001650,S001425,Air Canada,Aeroplan,Business,80400,16908,175230,Available
R0001651,S001425,Air India,Flying Returns,Business,123414,9124,244717,Available
R0001652,S001426,Air Canada,Aeroplan,Economy,46996,8385,138215,Available
R0001653,S001426,Lufthansa,Miles & More,Economy,31864,10507,99351,Available
R0001654,S001426,Etihad Airways,Etihad Guest,Economy,25185,7757,61697,Available
R0001655,S001427,Etihad Airways,Etihad Guest,Economy,25634,11077,80107,Available
R0001656,S001427,Lufthansa,Miles & More,Economy,41916,17420,106832,Available
R0001657,S001427,United Airlines,MileagePlus,Economy,55620,4452,124915,Available
R0001658,S001428,Air India,Flying Returns,Business,103533,6886,245036,Available
R0001659,S001429,United Airlines,MileagePlus,Business,72147,7052,160762,Available
R0001660,S001429,Etihad Airways,Etihad Guest,Business,147433,12094,362679,Available
R0001661,S001430,United Airlines,MileagePlus,Business,115349,8792,376491,Available
R0001662,S001433,Qatar Airways,Privilege Club,Economy,52405,8551,124050,Available
R0001663,S001433,Lufthansa,Miles & More,Economy,29391,11929,102141,Available
R0001664,S001434,Etihad Airways,Etihad Guest,First,202331,16510,554198,Available
R0001665,S001437,Emirates,Skywards,First,185210,9261,564162,Available
R0001666,S001438,Air Canada,Aeroplan,First,173699,7203,340965,Available
R0001667,S001439,Emirates,Skywards,Business,117504,10693,333159,Available
R0001668,S001439,Qatar Airways,Privilege Club,Business,92707,8905,300653,Available
R0001669,S001439,Lufthansa,Miles & More,Business,69040,11399,207518,Available
R0001670,S001440,United Airlines,MileagePlus,Economy,64072,17268,161821,Available
R0001671,S001440,Air Canada,Aeroplan,Economy,62222,12991,127930,Available
R0001672,S001440,Lufthansa,Miles & More,Economy,53939,11969,105984,Available
R0001673,S001441,Air Canada,Aeroplan,First,201498,8726,403752,Available
R0001674,S001441,Air India,Flying Returns,First,118726,13300,382317,Available
R0001675,S001442,Etihad Airways,Etihad Guest,Business,135810,14226,423184,Available
R0001676,S001442,Lufthansa,Miles & More,Business,85916,17790,244544,Available
R0001677,S001444,Qatar Airways,Privilege Club,Business,71837,16830,160182,Available
R0001678,S001446,Qatar Airways,Privilege Club,Business,105277,12488,240514,Available
R0001679,S001447,Air Canada,Aeroplan,Economy,46345,12724,130373,Available
R0001680,S001447,Air India,Flying Returns,Economy,60952,9248,190921,Available
R0001681,S001447,Lufthansa,Miles & More,Economy,62693,16600,167648,Available
R0001682,S001448,Singapore Airlines,KrisFlyer,Business,133477,6769,366361,Available
R0001683,S001449,Air India,Flying Returns,Business,77770,4549,229279,Available
R0001684,S001449,Lufthansa,Miles & More,Business,149689,9112,316990,Available
R0001685,S001449,Qatar Airways,Privilege Club,Business,122939,16201,395415,Available
R0001686,S001451,Emirates,Skywards,Business,76551,6821,240143,Available
R0001687,S001453,Air India,Flying Returns,Economy,26973,14400,62010,Available
R0001688,S001453,Air Canada,Aeroplan,Economy,51495,5706,119069,Available
R0001689,S001456,Singapore Airlines,KrisFlyer,Economy,63980,13937,196707,Available
R0001690,S001456,Emirates,Skywards,Economy,53682,16656,169162,Available
R0001691,S001458,Air Canada,Aeroplan,Economy,59876,8520,124024,Available
R0001692,S001458,Emirates,Skywards,Economy,48582,12251,148027,Available
R0001693,S001459,Emirates,Skywards,Economy,32782,9602,105236,Available
R0001694,S001460,Air Canada,Aeroplan,Business,129454,17369,250114,Available
R0001695,S001461,Emirates,Skywards,Business,74432,14243,242758,Available
R0001696,S001461,Air India,Flying Returns,Business,130519,13889,387236,Available
R0001697,S001462,Singapore Airlines,KrisFlyer,Economy,57992,16681,190701,Available
R0001698,S001463,United Airlines,MileagePlus,Business,88403,17684,247615,Available
R0001699,S001464,Air Canada,Aeroplan,Economy,33758,9257,102255,Available
R0001700,S001464,Etihad Airways,Etihad Guest,Economy,59747,13644,182975,Available
R0001701,S001465,Lufthansa,Miles & More,Business,74533,16294,183008,Available
R0001702,S001465,Etihad Airways,Etihad Guest,Business,146501,7715,287426,Available
R0001703,S001466,Emirates,Skywards,Economy,32846,8885,93204,Available
R0001704,S001467,Lufthansa,Miles & More,Business,116183,10956,341794,Available
R0001705,S001467,Emirates,Skywards,Business,64426,16163,183745,Available
R0001706,S001468,Etihad Airways,Etihad Guest,Economy,43762,12353,146776,Available
R0001707,S001472,Lufthansa,Miles & More,First,145128,13825,471357,Available
R0001708,S001472,United Airlines,MileagePlus,First,183654,9099,580888,Available
R0001709,S001472,Singapore Airlines,KrisFlyer,First,129459,7404,300962,Available
R0001710,S001474,Air Canada,Aeroplan,Economy,54761,17675,128955,Available
R0001711,S001474,Qatar Airways,Privilege Club,Economy,48116,7516,128640,Available
R0001712,S001474,United Airlines,MileagePlus,Economy,45320,4544,106411,Available
R0001713,S001475,United Airlines,MileagePlus,Business,113947,5528,210461,Available
R0001714,S001475,Etihad Airways,Etihad Guest,Business,62907,6643,159790,Available
R0001715,S001475,Singapore Airlines,KrisFlyer,Business,147310,11074,375103,Available
R0001716,S001476,Air India,Flying Returns,Economy,56105,10099,153509,Available
R0001717,S001478,Lufthansa,Miles & More,First,219031,4415,446184,Available
R0001718,S001480,Lufthansa,Miles & More,Business,94942,4827,292333,Available
R0001719,S001481,Lufthansa,Miles & More,Economy,47113,16624,126406,Available
R0001720,S001481,Qatar Airways,Privilege Club,Economy,47265,13017,126382,Available
R0001721,S001482,Etihad Airways,Etihad Guest,Business,108281,17819,329970,Available
R0001722,S001482,Lufthansa,Miles & More,Business,146384,9345,280836,Available
R0001723,S001484,Lufthansa,Miles & More,Economy,51134,15499,104703,Available
R0001724,S001486,United Airlines,MileagePlus,Economy,36590,11002,76852,Available
R0001725,S001486,Air Canada,Aeroplan,Economy,55422,8776,136779,Available
R0001726,S001487,Emirates,Skywards,Business,128578,10195,315332,Available
R0001727,S001488,Lufthansa,Miles & More,Business,131424,12788,397802,Available
R0001728,S001489,Qatar Airways,Privilege Club,Business,97057,13793,311454,Available
R0001729,S001490,Qatar Airways,Privilege Club,Business,128605,3850,278008,Available
R0001730,S001491,Air Canada,Aeroplan,Economy,55632,7406,157391,Available
R0001731,S001492,Lufthansa,Miles & More,Economy,38952,17302,129669,Available
R0001732,S001493,Etihad Airways,Etihad Guest,Business,96579,17937,208387,Available
R0001733,S001494,Emirates,Skywards,Business,63201,10498,158234,Available
R0001734,S001495,Singapore Airlines,KrisFlyer,Economy,46952,4343,142007,Available
R0001735,S001496,Etihad Airways,Etihad Guest,Economy,48773,5148,92416,Available
R0001736,S001497,Singapore Airlines,KrisFlyer,Business,110007,17603,201111,Available
R0001737,S001497,Air Canada,Aeroplan,Business,75973,10817,231640,Available
R0001738,S001497,Lufthansa,Miles & More,Business,115965,15644,344695,Available
R0001739,S001498,Lufthansa,Miles & More,First,191498,15299,326405,Available
R0001740,S001499,United Airlines,MileagePlus,First,115733,9982,225192,Available
R0001741,S001501,Etihad Airways,Etihad Guest,Economy,64457,8054,195254,Available
R0001742,S001501,Air Canada,Aeroplan,Economy,60754,17526,198510,Available
R0001743,S001501,Air India,Flying Returns,Economy,34333,7903,77018,Available
R0001744,S001502,United Airlines,MileagePlus,Business,61494,7633,155775,Available
R0001745,S001506,Emirates,Skywards,Economy,37004,14031,91925,Available
R0001746,S001506,Qatar Airways,Privilege Club,Economy,36551,5760,107271,Available
R0001747,S001507,Qatar Airways,Privilege Club,Business,146351,11886,445146,Available
R0001748,S001507,Lufthansa,Miles & More,Business,136545,7128,416545,Available
R0001749,S001508,Singapore Airlines,KrisFlyer,Economy,25376,4278,47908,Available
R0001750,S001509,Singapore Airlines,KrisFlyer,Economy,57177,10244,136975,Available
R0001751,S001509,Emirates,Skywards,Economy,35692,12498,105228,Available
R0001752,S001511,Air India,Flying Returns,Economy,46331,12297,134693,Available
R0001753,S001514,Emirates,Skywards,Economy,57084,7238,106204,Available
R0001754,S001514,Singapore Airlines,KrisFlyer,Economy,46584,6236,123094,Available
R0001755,S001515,United Airlines,MileagePlus,Business,102552,16655,316916,Available
R0001756,S001515,Lufthansa,Miles & More,Business,100123,15059,196427,Available
R0001757,S001516,Lufthansa,Miles & More,Business,71632,9942,235688,Available
R0001758,S001518,Emirates,Skywards,Business,75298,3852,214392,Available
R0001759,S001518,Air Canada,Aeroplan,Business,90941,5531,175907,Available
R0001760,S001520,Emirates,Skywards,Economy,62685,8745,177298,Available
R0001761,S001520,Qatar Airways,Privilege Club,Economy,36125,9301,89080,Available
R0001762,S001522,Air India,Flying Returns,First,133572,17458,285960,Available
R0001763,S001523,Emirates,Skywards,Economy,59299,17939,151113,Available
R0001764,S001526,Qatar Airways,Privilege Club,First,139067,13829,390616,Available
R0001765,S001527,Lufthansa,Miles & More,Business,102884,16004,197667,Available
R0001766,S001527,Qatar Airways,Privilege Club,Business,60636,4299,114613,Available
R0001767,S001528,Emirates,Skywards,Business,116824,8114,381643,Available
R0001768,S001528,Lufthansa,Miles & More,Business,142565,4440,330891,Available
R0001769,S001529,United Airlines,MileagePlus,Economy,41647,16686,109515,Available
R0001770,S001530,United Airlines,MileagePlus,Business,135493,7656,415067,Available
R0001771,S001530,Singapore Airlines,KrisFlyer,Business,104501,17162,327792,Available
R0001772,S001531,Lufthansa,Miles & More,Economy,49962,5112,153398,Available
R0001773,S001531,United Airlines,MileagePlus,Economy,27507,5700,80799,Available
R0001774,S001534,Singapore Airlines,KrisFlyer,Economy,39860,11398,76535,Available
R0001775,S001534,Etihad Airways,Etihad Guest,Economy,40699,9289,139054,Available
R0001776,S001534,Emirates,Skywards,Economy,37581,10695,89738,Available
R0001777,S001537,Etihad Airways,Etihad Guest,Business,81712,16968,276403,Available
R0001778,S001538,Emirates,Skywards,Business,94693,16147,231798,Available
R0001779,S001539,Singapore Airlines,KrisFlyer,Business,95829,3930,270341,Available
R0001780,S001540,Etihad Airways,Etihad Guest,Economy,45398,9549,100074,Available
R0001781,S001540,Qatar Airways,Privilege Club,Economy,50704,12801,141740,Available
R0001782,S001541,Qatar Airways,Privilege Club,Economy,62539,10780,202223,Available
R0001783,S001542,Emirates,Skywards,Business,130843,12589,362224,Available
R0001784,S001542,United Airlines,MileagePlus,Business,133657,12908,327093,Available
R0001785,S001543,Etihad Airways,Etihad Guest,Business,106788,11470,352104,Available
R0001786,S001544,Air India,Flying Returns,Economy,38549,10048,95329,Available
R0001787,S001544,Etihad Airways,Etihad Guest,Economy,31947,11284,75145,Available
R0001788,S001545,Etihad Airways,Etihad Guest,Economy,45435,7076,121461,Available
R0001789,S001548,Emirates,Skywards,Economy,55057,13821,142301,Available
R0001790,S001549,Etihad Airways,Etihad Guest,Economy,52810,17843,179118,Available
R0001791,S001549,United Airlines,MileagePlus,Economy,55746,8569,175129,Available
R0001792,S001550,Lufthansa,Miles & More,Business,62751,11673,134324,Available
R0001793,S001551,Emirates,Skywards,Economy,55580,9340,141230,Available
R0001794,S001552,Lufthansa,Miles & More,First,189458,14507,569633,Available
R0001795,S001552,United Airlines,MileagePlus,First,133881,9504,304031,Available
R0001796,S001552,Air India,Flying Returns,First,216752,8417,384751,Available
R0001797,S001553,United Airlines,MileagePlus,Economy,31642,17056,110100,Available
R0001798,S001554,Air Canada,Aeroplan,Economy,41277,9228,127293,Available
R0001799,S001555,United Airlines,MileagePlus,Economy,64541,15020,185871,Available
R0001800,S001558,Qatar Airways,Privilege Club,Economy,32445,8571,75979,Available
R0001801,S001561,Etihad Airways,Etihad Guest,Economy,45075,15671,126120,Available
R0001802,S001564,Lufthansa,Miles & More,Economy,31308,5814,61314,Available
R0001803,S001564,Etihad Airways,Etihad Guest,Economy,27914,15216,82672,Available
R0001804,S001564,United Airlines,MileagePlus,Economy,45318,6201,105173,Available
R0001805,S001565,Qatar Airways,Privilege Club,Economy,49005,4381,91849,Available
R0001806,S001565,Emirates,Skywards,Economy,60670,13289,131811,Available
R0001807,S001567,Air Canada,Aeroplan,Economy,43989,9977,126414,Available
R0001808,S001567,Etihad Airways,Etihad Guest,Economy,55778,16503,186612,Available
R0001809,S001569,Emirates,Skywards,Economy,64239,9322,179368,Available
R0001810,S001569,Lufthansa,Miles & More,Economy,47828,10918,108988,Available
R0001811,S001570,Air Canada,Aeroplan,Business,61902,16284,128931,Available
R0001812,S001571,Air Canada,Aeroplan,Business,87692,11498,152940,Available
R0001813,S001574,Lufthansa,Miles & More,Business,136647,14486,449012,Available
R0001814,S001574,Singapore Airlines,KrisFlyer,Business,91547,7112,176385,Available
R0001815,S001577,Emirates,Skywards,Business,116447,7073,369049,Available
R0001816,S001578,Etihad Airways,Etihad Guest,First,120375,13119,232167,Available
R0001817,S001578,Air Canada,Aeroplan,First,158709,13515,279456,Available
R0001818,S001579,Air Canada,Aeroplan,Economy,42060,10723,135638,Available
R0001819,S001579,United Airlines,MileagePlus,Economy,56188,7439,126676,Available
R0001820,S001579,Etihad Airways,Etihad Guest,Economy,35127,10157,118446,Available
R0001821,S001582,Singapore Airlines,KrisFlyer,Business,87225,10890,237724,Available
R0001822,S001582,Emirates,Skywards,Business,149535,16525,415113,Available
R0001823,S001583,Singapore Airlines,KrisFlyer,Economy,35442,13371,73634,Available
R0001824,S001584,Lufthansa,Miles & More,Economy,35355,6209,67185,Available
R0001825,S001585,Air Canada,Aeroplan,First,209258,17932,471807,Available
R0001826,S001587,Etihad Airways,Etihad Guest,Economy,61241,8785,119046,Available
R0001827,S001588,United Airlines,MileagePlus,Economy,44305,14648,104278,Available
R0001828,S001589,Air Canada,Aeroplan,Economy,57250,16161,149187,Available
R0001829,S001590,Singapore Airlines,KrisFlyer,Business,69968,12463,196437,Available
R0001830,S001590,Etihad Airways,Etihad Guest,Business,82681,5038,210320,Available
R0001831,S001591,Singapore Airlines,KrisFlyer,Business,84791,6439,259429,Available
R0001832,S001591,Air India,Flying Returns,Business,112028,16796,245371,Available
R0001833,S001592,United Airlines,MileagePlus,Economy,29920,7425,55653,Available
R0001834,S001593,Emirates,Skywards,Economy,29981,13772,99083,Available
R0001835,S001593,Air Canada,Aeroplan,Economy,39189,10067,92761,Available
R0001836,S001594,United Airlines,MileagePlus,Business,145544,9053,255671,Available
R0001837,S001595,Air Canada,Aeroplan,Economy,54295,4556,125691,Available
R0001838,S001598,Air India,Flying Returns,Economy,33168,11609,80121,Available
R0001839,S001599,Air Canada,Aeroplan,Business,76551,7412,141943,Available
R0001840,S001599,Singapore Airlines,KrisFlyer,Business,64439,7607,165928,Available
R0001841,S001600,United Airlines,MileagePlus,Business,94557,7602,290875,Available
R0001842,S001600,Singapore Airlines,KrisFlyer,Business,106274,3818,304042,Available
R0001843,S001602,Etihad Airways,Etihad Guest,Economy,58516,9644,141049,Available
R0001844,S001602,United Airlines,MileagePlus,Economy,55841,14103,144223,Available
R0001845,S001603,Air Canada,Aeroplan,Business,90714,5254,183475,Available
R0001846,S001604,Air India,Flying Returns,Business,132378,10558,283581,Available
